date;customer_id;customer_gender;customer_age;check_no;chain;store_code;store_name;product_code;category_1;category_2;category_3;qty;sale
25.09.2021;123414;Woman;38;77723;B;7;Name 7;3299;NonMedication;12;172;1;4 161,09
06.09.2021;118816;Woman;72;17660;B;5;Name 5;9218;NonMedication;3;49;2;2 815,31
17.09.2021;113090;Man;35;53287;A;4;Name 4;5129;Medication;1;38;1;115,33
05.09.2021;74168;Woman;24;14221;A;0;Name 0;3283;Medication;0;2;0,179;8,88
10.09.2021;34786;Woman;43;31993;A;2;Name 2;6395;NonMedication;13;183;1;37,13
22.10.2021;91884;Woman;34;169482;A;0;Name 0;766;NonMedication;13;187;1;83,53
22.10.2021;28257;Woman;49;169779;B;6;Name 6;9901;Medication;1;33;0,15;8,12
25.11.2021;36533;Woman;36;296158;B;6;Name 6;9401;Medication;1;32;1;86,44
25.11.2021;90583;Woman;36;294617;A;0;Name 0;1724;Medication;1;25;0,1;4,03
19.10.2021;89933;Woman;58;157977;A;0;Name 0;103;Medication;0;2;0,5;8,22
17.11.2021;61434;Man;53;259601;B;7;Name 7;1045;Medication;2;45;2;163,12
20.10.2021;44149;Woman;42;164625;A;3;Name 3;13292;Medication;1;35;1;4
17.09.2021;128653;Woman;43;52308;B;7;Name 7;3006;Medication;1;27;1;35,39
09.11.2021;111290;Woman;47;231922;A;4;Name 4;2006;Medication;1;40;1;310,53
03.10.2021;19362;Woman;49;102800;A;1;Name 1;766;NonMedication;13;187;1;83,53
29.10.2021;22426;Woman;44;195899;A;3;Name 3;469;Medication;0;2;0,167;3,48
17.10.2021;95515;Woman;27;154157;A;8;Name 8;11084;NonMedication;4;61;1;1 113,75
14.11.2021;69246;Man;48;252133;A;8;Name 8;439;Medication;1;33;0,6;14,16
10.09.2021;111912;Woman;50;30923;A;4;Name 4;186;Medication;1;18;1;1,74
21.11.2021;143;Woman;20;278288;B;6;Name 6;16195;NonMedication;10;141;1;3 526,88
20.09.2021;79200;Woman;47;62073;A;0;Name 0;8547;NonMedication;8;122;1;634,84
03.11.2021;28229;Woman;43;212491;B;6;Name 6;9414;NonMedication;3;54;1;1 280,81
27.09.2021;26075;Woman;36;83316;B;7;Name 7;13384;NonMedication;3;47;1;3 053,53
20.10.2021;109925;Woman;44;161662;A;4;Name 4;14802;NonMedication;14;200;1;2 743,54
21.10.2021;130551;Woman;24;165657;A;1;Name 1;16905;Medication;1;24;0,5;5,31
03.11.2021;78378;Man;48;210134;B;7;Name 7;13252;Medication;0;2;0,333;35,35
18.11.2021;4126;Woman;66;265419;B;5;Name 5;9325;Medication;1;27;1;131,63
14.09.2021;96324;Woman;43;41965;B;7;Name 7;314;Medication;1;23;1;63,71
25.09.2021;91568;Woman;48;78230;A;0;Name 0;14504;NonMedication;4;61;1;1 158,30
03.10.2021;107363;Woman;38;103467;A;0;Name 0;645;Medication;0;2;0,5;12,66
25.11.2021;99357;Woman;34;294037;A;4;Name 4;1867;Medication;1;27;1;37,87
23.10.2021;35517;Man;57;174147;B;6;Name 6;570;Medication;1;33;1;100,05
15.09.2021;122618;Woman;48;47022;A;0;Name 0;1303;Medication;0;6;2;112,71
02.11.2021;92486;Woman;64;208001;A;3;Name 3;2156;Medication;0;9;0,333;12,17
27.10.2021;24327;Woman;41;188093;B;5;Name 5;4054;NonMedication;11;162;1;2 038,78
16.11.2021;7060;Woman;54;257158;A;1;Name 1;2117;Medication;1;23;1;8,96
09.09.2021;85258;Woman;28;28907;A;2;Name 2;3172;NonMedication;3;54;2;2 283,19
15.10.2021;54980;Man;37;144139;B;7;Name 7;12020;Medication;1;27;1;69,06
26.10.2021;72377;Woman;28;184659;B;5;Name 5;9703;NonMedication;3;47;1;3 031,88
15.11.2021;73056;Man;41;253922;B;5;Name 5;917;Medication;1;18;0,1;6,4
20.11.2021;68863;Woman;33;276010;A;8;Name 8;807;NonMedication;3;47;2;2 181,09
28.10.2021;49859;Woman;29;189177;B;7;Name 7;2989;Medication;0;8;0,033;20,83
17.10.2021;59728;Man;52;152722;B;6;Name 6;7183;NonMedication;8;119;1;1 794,38
16.09.2021;49908;Woman;43;50089;A;1;Name 1;16841;Medication;2;45;1;65,97
12.11.2021;22747;Woman;63;242849;A;1;Name 1;8389;Medication;1;27;1;15
19.09.2021;91760;Woman;57;59408;A;0;Name 0;2687;Medication;1;33;0,067;3,59
16.11.2021;67160;Woman;54;259168;A;8;Name 8;13371;Medication;0;6;0,2;19,57
04.11.2021;95677;Man;41;214824;A;0;Name 0;1849;Medication;1;33;2;116,06
24.10.2021;124892;Man;26;175131;B;7;Name 7;13006;Medication;1;27;0,5;61,12
03.09.2021;37954;Woman;32;9031;A;2;Name 2;651;Medication;1;31;0,3;8,36
12.11.2021;29358;Woman;63;242835;A;1;Name 1;1334;NonMedication;13;183;5;881,72
04.09.2021;117012;Woman;30;10957;A;4;Name 4;810;NonMedication;3;47;1;1 219,56
05.11.2021;10863;Woman;56;219106;B;6;Name 6;8636;Medication;0;2;0,22;3,27
18.11.2021;36893;Woman;57;264931;B;6;Name 6;8972;Medication;1;28;1;110,49
01.11.2021;116596;Man;59;203137;A;4;Name 4;2517;Medication;1;27;1;5,36
29.10.2021;102761;Woman;36;192585;A;1;Name 1;1099;NonMedication;13;184;1;33,41
27.09.2021;69155;Woman;33;85215;A;8;Name 8;1131;Medication;1;27;0,5;11,38
02.10.2021;106517;Woman;32;101146;A;8;Name 8;890;Medication;1;27;2;3,35
31.10.2021;96211;Woman;28;199982;A;1;Name 1;10825;NonMedication;4;81;1;658,97
03.11.2021;2044;Woman;29;211924;B;5;Name 5;3606;NonMedication;11;153;1;8 402,63
15.11.2021;27443;Man;42;252291;B;7;Name 7;3676;NonMedication;3;46;5;48 711,09
29.10.2021;99320;Man;35;195124;A;2;Name 2;1831;Medication;1;25;0,167;8,98
22.10.2021;128731;Man;69;168333;A;4;Name 4;1808;Medication;0;2;0,333;13,97
22.09.2021;42404;Woman;65;69951;A;2;Name 2;1637;Medication;0;2;0,25;6,48
23.10.2021;38641;Woman;27;174261;B;6;Name 6;2724;NonMedication;8;123;1;4 501,41
28.09.2021;96596;Woman;60;86484;A;1;Name 1;2484;Medication;0;2;0,4;1,52
25.09.2021;40371;Man;51;79261;A;2;Name 2;12112;Medication;2;45;0,5;20,64
03.10.2021;43918;Man;84;102427;B;7;Name 7;1099;NonMedication;13;184;10;618,75
10.10.2021;17796;Woman;36;126389;B;7;Name 7;232;Medication;1;18;0,1;4,95
30.11.2021;29324;Woman;80;312912;A;1;Name 1;417;Medication;1;18;0,348;41,44
19.09.2021;121386;Woman;40;58699;B;7;Name 7;4839;Medication;0;1;0,333;33,31
26.10.2021;112811;Woman;57;181818;A;4;Name 4;13139;NonMedication;3;54;1;1 652,06
15.09.2021;16503;Woman;41;46527;A;1;Name 1;2855;Medication;1;18;0,3;15,08
13.10.2021;58746;Woman;34;137150;B;7;Name 7;1983;Medication;1;18;0,15;8,12
28.09.2021;94602;Woman;31;89039;A;3;Name 3;946;Medication;1;33;1;4,03
11.09.2021;59071;Man;39;34372;A;1;Name 1;4294;Medication;0;2;0,179;12,55
20.10.2021;8922;Man;59;162982;B;5;Name 5;3283;Medication;0;2;0,5;37,84
10.11.2021;98244;Woman;29;237806;B;5;Name 5;315;Medication;1;23;1;31,44
21.10.2021;6781;Woman;28;165748;A;1;Name 1;13614;Medication;2;45;1;148,35
05.10.2021;91116;Woman;72;109342;A;0;Name 0;3454;Medication;0;6;5;168,22
06.09.2021;17461;Woman;73;18426;A;3;Name 3;4019;Medication;1;25;1;38,28
01.10.2021;128735;Woman;68;97179;A;0;Name 0;2860;Medication;0;2;0,333;15,63
02.10.2021;128956;Woman;36;101399;B;6;Name 6;2401;NonMedication;8;122;1;1 014,75
19.10.2021;12973;Woman;71;159856;B;6;Name 6;7095;Medication;0;2;0,333;35,94
16.10.2021;94401;Woman;48;149159;A;1;Name 1;10438;NonMedication;11;152;1;1 986,19
12.11.2021;111159;Man;45;242294;A;4;Name 4;8157;NonMedication;13;183;1;445,5
10.09.2021;11136;Woman;32;31299;B;6;Name 6;1724;Medication;1;25;0,2;13,25
23.10.2021;67308;Woman;46;174977;A;8;Name 8;2278;Medication;1;33;0,1;6,45
29.09.2021;5491;Woman;46;91763;B;5;Name 5;1471;Medication;0;5;0,25;9,62
18.10.2021;18468;Woman;63;157126;A;8;Name 8;6395;NonMedication;13;183;7;259,88
07.09.2021;113711;Man;60;19431;A;4;Name 4;7040;Medication;0;2;0,167;10,59
15.10.2021;59923;Woman;37;146861;A;3;Name 3;6395;NonMedication;13;183;1;37,13
09.09.2021;82088;Woman;61;28942;A;2;Name 2;10835;NonMedication;8;119;1;417,66
02.09.2021;67746;Man;46;5131;A;8;Name 8;1517;Medication;1;18;0,05;1,85
22.11.2021;105236;Man;33;281052;B;7;Name 7;6332;Medication;1;27;0,7;37,57
19.11.2021;118580;Woman;47;267114;A;4;Name 4;7114;NonMedication;11;155;1;1 754,16
17.11.2021;105713;Woman;25;262884;A;8;Name 8;7225;NonMedication;8;121;1;636,69
01.11.2021;17303;Woman;51;203619;A;1;Name 1;651;Medication;1;31;0,1;3,68
15.11.2021;40037;Woman;67;254535;A;2;Name 2;1099;NonMedication;13;184;6;200,48
06.11.2021;19106;Woman;49;222891;A;1;Name 1;14360;Medication;2;45;1;34,11
25.10.2021;71764;Man;27;178446;A;4;Name 4;1099;NonMedication;13;184;10;334,13
26.11.2021;36211;Woman;48;302718;B;5;Name 5;12373;Medication;1;27;1;35,76
06.09.2021;84969;Woman;52;17045;A;1;Name 1;9640;Medication;1;35;0,2;2,45
21.10.2021;60099;Man;55;165677;A;1;Name 1;618;Medication;1;21;1;13,59
22.10.2021;2692;Woman;72;170326;B;5;Name 5;14141;Medication;1;18;0,167;46,33
05.10.2021;24957;Man;52;111352;A;3;Name 3;1859;Medication;0;10;0,5;30,44
12.10.2021;117896;Woman;29;136073;A;8;Name 8;10329;NonMedication;4;61;1;3 911,12
27.09.2021;93164;Woman;24;84411;A;0;Name 0;12503;NonMedication;4;59;1;2 626,59
28.10.2021;74429;Man;54;190265;B;5;Name 5;1929;Medication;0;2;1;47,19
11.11.2021;28794;Woman;36;241224;A;2;Name 2;44;Medication;1;27;1;8,06
02.10.2021;23774;Woman;44;102067;A;3;Name 3;724;Medication;1;27;0,1;3,35
03.11.2021;53034;Woman;48;210128;B;7;Name 7;14015;Medication;1;18;1;68,61
25.10.2021;64045;Woman;38;179689;A;3;Name 3;14777;Medication;2;45;1;95,97
27.09.2021;119438;Woman;68;83631;A;4;Name 4;2060;NonMedication;3;46;1;4 534,82
21.09.2021;22338;Woman;45;65819;A;1;Name 1;7098;Medication;1;18;1;13,12
03.09.2021;41902;Woman;66;8922;A;2;Name 2;2696;Medication;1;33;0,5;9,37
25.09.2021;52722;Woman;31;77984;B;7;Name 7;538;Medication;0;4;2;291,9
07.09.2021;126740;Woman;34;20888;B;6;Name 6;2871;Medication;1;19;1,4;174,19
27.10.2021;52783;Man;38;188122;B;5;Name 5;9942;Medication;1;18;0,143;17,06
11.09.2021;70231;Man;52;35285;A;8;Name 8;6395;NonMedication;13;183;5;185,63
28.10.2021;7134;Man;40;191774;B;6;Name 6;888;Medication;1;28;1;226,42
10.09.2021;44250;Man;66;33027;A;3;Name 3;17006;NonMedication;18;239;1;1 080,34
26.09.2021;126980;Woman;26;82021;B;5;Name 5;14869;NonMedication;5;87;1;5 522,34
12.11.2021;125471;Woman;54;243926;A;3;Name 3;620;Medication;1;23;1;3,73
20.10.2021;79981;Woman;32;162218;A;0;Name 0;863;Medication;0;0;0,167;4,49
10.11.2021;126589;Woman;64;236005;A;0;Name 0;888;Medication;1;28;1;38,69
22.09.2021;36051;Man;47;70318;B;6;Name 6;16957;NonMedication;13;184;10;618,75
03.09.2021;14731;Man;57;7787;B;6;Name 6;2523;NonMedication;13;183;5;309,38
01.11.2021;4946;Woman;51;205388;A;2;Name 2;795;Medication;1;18;0,067;7,51
29.10.2021;16289;Man;65;192719;A;1;Name 1;16323;Medication;0;6;0,7;84,62
12.11.2021;80342;Woman;55;245713;B;6;Name 6;10251;NonMedication;3;51;1;1 825,31
14.11.2021;99171;Woman;54;251110;B;6;Name 6;8125;Medication;1;25;1;7,8
22.11.2021;58045;Man;52;281991;A;4;Name 4;5342;Medication;0;1;0,357;26,3
13.09.2021;23391;Woman;35;39837;A;1;Name 1;12895;Medication;1;33;0,1;6,67
24.11.2021;92097;Woman;35;290698;A;0;Name 0;917;Medication;1;18;0,15;5,64
09.11.2021;3084;Man;47;234765;A;2;Name 2;4808;NonMedication;4;56;1;6 849,56
28.10.2021;22721;Man;58;190039;A;1;Name 1;2703;Medication;0;10;1,4;115,79
07.09.2021;18191;Man;60;19909;A;1;Name 1;52;Medication;0;9;0,2;8,58
07.11.2021;70218;Man;32;227378;A;8;Name 8;890;Medication;1;27;5;8,36
11.10.2021;15907;Woman;59;130610;A;1;Name 1;1288;NonMedication;13;183;2;55,69
22.10.2021;14264;Woman;55;169790;B;6;Name 6;927;Medication;1;33;0,5;12,89
19.10.2021;23320;Woman;49;158767;A;1;Name 1;11625;Medication;2;45;0,333;19,52
11.09.2021;3262;Man;56;34645;A;1;Name 1;11775;Medication;1;32;0,5;8,82
02.09.2021;96512;Man;34;4003;A;4;Name 4;233;Medication;1;23;1;5,09
30.09.2021;23154;Woman;35;95236;B;6;Name 6;888;Medication;1;28;1;90,3
15.10.2021;83933;Woman;32;145395;A;0;Name 0;15152;Medication;0;2;0,333;7,87
03.10.2021;117257;Woman;25;102483;B;7;Name 7;6848;Medication;1;32;1;193,8
19.11.2021;17523;Woman;58;267533;A;1;Name 1;1161;Medication;1;27;0,4;21,13
31.10.2021;91496;Man;34;200782;A;0;Name 0;17187;NonMedication;13;184;16;564,3
12.09.2021;45030;Woman;66;36228;B;7;Name 7;1510;Medication;1;19;1;53,54
11.10.2021;73653;Woman;37;130621;A;1;Name 1;1966;Medication;0;9;0,067;2,99
13.10.2021;1719;Woman;32;140020;A;2;Name 2;6318;Medication;1;27;1;21,32
18.10.2021;95217;Woman;38;154559;A;4;Name 4;9925;Medication;0;2;0,333;42,66
06.10.2021;107668;Woman;62;113082;A;0;Name 0;493;Medication;1;18;1;51,89
05.11.2021;99024;Woman;27;218134;A;0;Name 0;11756;Medication;1;18;0,2;6,72
22.09.2021;113652;Woman;57;68299;A;4;Name 4;162;Medication;0;8;0,25;10,35
09.11.2021;129036;Woman;54;234216;B;6;Name 6;8486;Medication;0;8;0,1;15,43
02.10.2021;40663;Woman;41;101084;A;1;Name 1;657;Medication;1;21;1;3,59
20.11.2021;126981;Woman;25;273069;A;3;Name 3;9899;NonMedication;4;61;1;417,66
17.10.2021;53565;Woman;35;151336;B;7;Name 7;25;Medication;1;18;0,1;14,47
01.09.2021;33380;Woman;55;2179;B;6;Name 6;52;Medication;0;9;0,133;10,71
01.09.2021;123394;Man;73;1083;A;1;Name 1;14816;Medication;2;45;1;24,28
13.11.2021;121670;Woman;33;246858;A;4;Name 4;1795;Medication;0;11;1;43,21
07.09.2021;53828;Woman;35;21230;A;8;Name 8;2071;Medication;1;33;0,2;3,4
24.10.2021;85849;Woman;33;177047;A;2;Name 2;16957;NonMedication;13;184;5;167,06
02.10.2021;111056;Woman;61;100652;A;4;Name 4;1966;Medication;0;9;0,167;6,1
19.11.2021;91897;Woman;40;268058;A;0;Name 0;1024;Medication;1;18;1;30,22
04.09.2021;89239;Woman;68;10390;A;0;Name 0;103;Medication;0;2;1;16,69
29.10.2021;73323;Woman;57;194486;B;5;Name 5;9904;Medication;1;33;0,05;4,17
05.09.2021;115501;Woman;60;13736;A;4;Name 4;5268;NonMedication;8;122;1;677,53
23.11.2021;45840;Woman;49;284714;B;7;Name 7;20;Medication;1;18;0,04;1,68
24.11.2021;27348;Man;47;291634;B;5;Name 5;3121;Medication;0;2;1;130,73
11.09.2021;90307;Woman;81;34025;A;0;Name 0;8076;Medication;0;8;0,667;24,07
10.11.2021;110929;Woman;56;235893;A;4;Name 4;8981;Medication;0;2;1,167;97
19.11.2021;81775;Woman;41;269158;B;6;Name 6;11111;NonMedication;5;83;1;18 676,97
29.10.2021;96436;Woman;36;195626;A;3;Name 3;8257;Medication;2;45;0,4;24,07
26.11.2021;4796;Woman;35;302099;B;5;Name 5;2218;Medication;0;15;0,05;7,03
22.11.2021;91999;Woman;32;281614;A;0;Name 0;14866;NonMedication;5;83;1;3 053,53
03.11.2021;100403;Woman;43;210816;A;4;Name 4;3190;Medication;0;11;0,2;54,42
26.11.2021;45502;Woman;46;301453;B;7;Name 7;5628;Medication;2;45;1;139,44
25.10.2021;99190;Woman;40;178683;A;4;Name 4;15002;Medication;2;45;0,067;8,11
19.10.2021;15517;Woman;45;159945;B;6;Name 6;52;Medication;0;9;0,1;6,94
05.10.2021;78536;Woman;28;108524;B;7;Name 7;10679;NonMedication;4;56;1;11 415,94
10.11.2021;9987;Man;55;237963;B;6;Name 6;538;Medication;0;4;1;128,05
01.09.2021;62207;Woman;37;2691;A;3;Name 3;1102;Medication;1;18;2;3,81
25.10.2021;5806;Man;30;179766;B;5;Name 5;11386;Medication;1;33;0,2;20,83
07.11.2021;40517;Man;71;226029;A;2;Name 2;5342;Medication;0;1;1;53,25
29.10.2021;116639;Man;65;193722;A;4;Name 4;12049;Medication;0;2;0,333;30,95
02.09.2021;122826;Man;39;5355;B;6;Name 6;7211;NonMedication;4;61;1;866,25
30.10.2021;17695;Man;36;197829;A;1;Name 1;8486;Medication;0;8;0,067;8,52
23.09.2021;24004;Man;67;72811;A;3;Name 3;14432;NonMedication;11;152;1;1 494,28
01.11.2021;105921;Woman;27;205550;A;8;Name 8;1636;Medication;1;35;1;154,83
07.10.2021;106501;Woman;31;115896;B;7;Name 7;1510;Medication;1;19;0,5;38,21
15.10.2021;90865;Woman;63;145618;A;0;Name 0;1321;Medication;1;23;1;1,8
02.11.2021;97111;Woman;39;207389;A;1;Name 1;11756;Medication;1;18;0,1;3,51
11.10.2021;269;Man;43;131203;B;6;Name 6;3109;Medication;1;27;1;118,88
18.10.2021;58292;Woman;52;154638;A;4;Name 4;751;Medication;1;27;0,2;12,14
15.11.2021;22406;Woman;48;253765;B;5;Name 5;5523;NonMedication;13;183;1;55,69
16.11.2021;105115;Woman;47;258449;A;3;Name 3;2687;Medication;1;33;0,667;28,67
24.11.2021;55756;Woman;40;290788;A;0;Name 0;15266;Medication;1;27;0,333;11,41
12.10.2021;27651;Woman;55;133123;A;1;Name 1;3762;Medication;0;13;1;42,99
19.11.2021;86129;Woman;31;269486;B;6;Name 6;11391;NonMedication;5;85;1;8 817,19
26.10.2021;51793;Woman;37;183312;A;2;Name 2;9191;Medication;1;27;0,3;5,01
18.11.2021;89794;Man;70;263714;A;0;Name 0;2218;Medication;0;15;0,025;2,01
26.10.2021;36499;Woman;85;183732;B;6;Name 6;630;Medication;1;38;1;60,62
10.11.2021;20309;Woman;31;236522;A;1;Name 1;123;Medication;1;33;1;24,34
19.10.2021;119625;Woman;66;158350;A;4;Name 4;4274;Medication;0;2;0,333;11,84
17.09.2021;23725;Man;49;52254;B;7;Name 7;12020;Medication;1;27;2;123,69
11.11.2021;119630;Man;50;239656;A;1;Name 1;2324;Medication;1;27;1;47,83
18.10.2021;18121;Woman;40;156899;A;2;Name 2;13265;Medication;1;27;1;22,92
24.11.2021;23888;Woman;58;290975;A;3;Name 3;16930;Medication;2;45;1;30,41
08.10.2021;101332;Woman;88;119980;A;4;Name 4;16930;Medication;2;45;1;27,58
08.11.2021;67966;Man;36;230815;A;8;Name 8;1002;Medication;0;15;0,12;7,38
28.09.2021;92058;Woman;53;87140;A;0;Name 0;7483;Medication;0;0;1,2;63,82
26.09.2021;61710;Man;42;81813;B;5;Name 5;14504;NonMedication;4;61;2;4 826,25
22.10.2021;122608;Woman;72;170537;A;3;Name 3;8214;Medication;0;2;0,5;40,57
07.09.2021;27711;Woman;73;19855;A;1;Name 1;7942;NonMedication;8;118;1;981,96
03.10.2021;129546;Man;79;103561;A;0;Name 0;951;Medication;1;28;1;37,33
25.10.2021;81082;Woman;42;179015;A;1;Name 1;1292;Medication;1;18;1;8,17
06.10.2021;90195;Woman;49;112886;A;0;Name 0;9757;Medication;2;45;0,333;42,5
19.09.2021;102540;Man;39;60711;B;6;Name 6;2303;NonMedication;9;131;0,125;2 091,38
24.11.2021;25669;Woman;53;291177;A;3;Name 3;1131;Medication;1;27;1;18,98
11.11.2021;102750;Man;36;241121;B;6;Name 6;6475;NonMedication;9;131;0,25;5 915,25
28.10.2021;27408;Woman;46;189992;A;1;Name 1;834;Medication;0;9;1;42,23
03.11.2021;47789;Woman;30;212782;A;2;Name 2;4019;Medication;1;25;0,5;25,75
18.09.2021;54255;Woman;27;55877;B;7;Name 7;10009;NonMedication;3;49;2;1 531,41
15.09.2021;118892;Woman;42;45866;B;7;Name 7;7837;NonMedication;11;152;1;6 156,56
30.10.2021;20685;Woman;28;197639;A;1;Name 1;5349;NonMedication;3;54;1;766,63
20.09.2021;124711;Woman;18;61929;A;0;Name 0;6299;Medication;1;40;1;132,72
26.09.2021;75842;Woman;35;80684;B;7;Name 7;7733;NonMedication;4;56;1;4 934,53
14.11.2021;113213;Woman;55;250204;A;4;Name 4;1713;NonMedication;3;46;1;8 111,81
28.09.2021;3516;Man;55;89676;B;5;Name 5;974;Medication;1;35;0,1;4,49
13.10.2021;58654;Woman;41;138657;A;3;Name 3;1510;Medication;1;19;0,5;19,74
11.09.2021;76668;Woman;28;33758;A;4;Name 4;8210;NonMedication;3;47;1;1 577,81
29.09.2021;44884;Woman;39;90956;A;1;Name 1;1689;Medication;1;32;0,5;2,1
04.10.2021;40840;Woman;73;107885;A;2;Name 2;2702;Medication;0;2;1;53,2
13.09.2021;128014;Woman;30;40085;A;0;Name 0;4187;Medication;1;33;0,2;12,41
28.10.2021;79403;Man;56;189461;A;4;Name 4;43;Medication;1;18;1;18,62
27.11.2021;10663;Woman;55;304694;B;6;Name 6;10767;Medication;1;35;1;131,59
04.10.2021;61743;Man;41;105428;B;7;Name 7;11417;NonMedication;5;101;1;6 806,25
08.11.2021;31863;Man;31;227824;B;7;Name 7;10803;NonMedication;17;227;3;2 598,75
20.10.2021;22662;Man;74;162573;A;1;Name 1;13135;NonMedication;17;228;1;649,69
20.10.2021;88817;Woman;40;162115;A;0;Name 0;8157;NonMedication;13;183;1;445,5
17.11.2021;49126;Woman;28;259714;B;7;Name 7;3190;Medication;0;11;0,25;113,44
21.11.2021;33124;Woman;38;278267;B;6;Name 6;16190;NonMedication;10;141;1;8 353,13
25.09.2021;6576;Woman;29;79625;B;5;Name 5;16275;NonMedication;10;142;1;7 657,03
26.10.2021;55755;Woman;40;181894;A;4;Name 4;6893;NonMedication;4;61;1;848,31
11.10.2021;88122;Woman;44;130200;A;0;Name 0;1517;Medication;1;18;0,05;1,85
23.11.2021;48912;Woman;25;284656;B;7;Name 7;9848;Medication;1;32;0,05;6,85
12.09.2021;42112;Woman;34;37656;A;2;Name 2;13926;Medication;2;45;1;152,21
21.09.2021;68475;Man;63;67636;A;8;Name 8;19;Medication;0;8;0,2;5,17
09.10.2021;56095;Woman;51;123671;A;0;Name 0;2071;Medication;1;33;1;17,42
21.09.2021;45044;Woman;35;64180;B;7;Name 7;888;Medication;1;28;0,25;48,78
08.09.2021;114119;Woman;57;23912;A;4;Name 4;14460;Medication;1;38;0,5;16,91
31.10.2021;40381;Woman;44;201721;A;2;Name 2;3430;Medication;1;27;1;15,14
19.10.2021;49730;Woman;26;157570;B;7;Name 7;697;Medication;1;19;0,333;4,4
11.09.2021;17994;Man;36;34422;A;1;Name 1;2855;Medication;1;18;0,15;9,58
06.10.2021;92418;Woman;37;112992;A;0;Name 0;2260;Medication;1;27;0,3;31,77
18.09.2021;21778;Woman;52;55833;B;7;Name 7;16721;Medication;1;28;1;117,75
23.09.2021;130551;Woman;24;72265;A;1;Name 1;13957;NonMedication;4;67;1;1 949,06
19.10.2021;60281;Man;56;159245;A;3;Name 3;6572;Medication;1;19;0,5;21,59
20.09.2021;20309;Woman;31;62115;A;1;Name 1;888;Medication;1;28;2;5,99
06.11.2021;95780;Woman;39;221638;B;7;Name 7;12071;Medication;1;18;0,333;15,65
16.09.2021;94854;Man;64;50065;A;1;Name 1;80;Medication;1;38;0,2;5,45
17.09.2021;130224;Man;24;54736;B;6;Name 6;8996;NonMedication;4;56;1;4 934,53
23.11.2021;71560;Woman;24;286204;A;1;Name 1;13360;NonMedication;12;173;2;1 206,56
19.11.2021;66104;Man;51;271026;A;8;Name 8;439;Medication;1;33;0,6;12,17
16.10.2021;77157;Woman;36;148356;B;7;Name 7;4979;NonMedication;10;146;1;2 122,31
22.10.2021;97460;Woman;22;170381;B;5;Name 5;6395;NonMedication;13;183;6;371,25
18.10.2021;66731;Man;38;157151;A;8;Name 8;5144;Medication;1;27;2;38,8
25.09.2021;24885;Woman;41;79789;B;5;Name 5;11045;NonMedication;8;122;1;2 335,78
12.10.2021;66149;Man;45;136040;A;8;Name 8;3540;Medication;1;23;1;8,06
28.11.2021;86271;Woman;22;308264;A;2;Name 2;2471;Medication;1;33;0,5;17,72
05.10.2021;74230;Man;25;109908;B;5;Name 5;1966;Medication;0;9;0,067;3,77
30.09.2021;106039;Woman;41;94816;B;5;Name 5;8366;NonMedication;5;85;1;6 496,88
25.11.2021;55354;Woman;45;296322;B;6;Name 6;11144;NonMedication;12;173;1;897,19
25.10.2021;100526;Woman;39;178344;A;4;Name 4;1099;NonMedication;13;184;10;334,13
23.10.2021;57457;Woman;21;173662;A;3;Name 3;5776;NonMedication;11;162;1;774,06
24.11.2021;101659;Woman;39;289833;A;4;Name 4;14518;Medication;0;0;0,5;123,98
30.10.2021;49999;Woman;51;198010;A;3;Name 3;204;Medication;1;24;1;9,5
03.10.2021;50292;Man;44;102630;B;7;Name 7;11164;NonMedication;12;173;1;1 624,22
08.10.2021;5393;Woman;75;121403;A;2;Name 2;5341;Medication;0;2;0,667;64,77
04.10.2021;71673;Woman;29;107305;A;8;Name 8;1471;Medication;0;5;0,25;5,77
13.10.2021;120172;Woman;45;137220;B;7;Name 7;1099;NonMedication;13;184;20;1 237,50
07.11.2021;94999;Man;49;226177;A;2;Name 2;16535;Medication;0;11;0,75;54,07
11.09.2021;19735;Man;32;33658;B;7;Name 7;480;Medication;1;21;1;71,37
01.10.2021;94832;Woman;24;99232;A;3;Name 3;4206;NonMedication;14;200;1;9 622,80
22.09.2021;87804;Woman;50;69164;A;0;Name 0;1135;Medication;1;36;2;1,74
11.10.2021;123240;Woman;39;129961;A;4;Name 4;11736;NonMedication;9;133;1;1 514,70
31.10.2021;7039;Woman;51;201774;A;2;Name 2;90;Medication;1;31;1;19,19
08.11.2021;21505;Woman;22;229733;B;6;Name 6;2124;Medication;0;15;1,2;11,43
23.10.2021;128782;Man;71;173382;A;3;Name 3;9846;Medication;0;2;2;6,97
05.10.2021;112860;Woman;62;108709;A;4;Name 4;3291;Medication;0;10;1;19,9
09.09.2021;31234;Woman;43;27333;A;1;Name 1;1766;NonMedication;13;183;3;183,77
08.11.2021;106449;Woman;35;229420;A;3;Name 3;737;Medication;1;25;1;3,59
25.11.2021;130098;Woman;24;294932;A;3;Name 3;2696;Medication;1;33;0,2;4,08
08.10.2021;89861;Woman;55;119740;A;0;Name 0;651;Medication;1;31;0,15;4,17
05.09.2021;110329;Man;45;13643;A;4;Name 4;17017;Medication;2;45;0,333;32,37
04.10.2021;77;Man;3;105892;A;0;Name 0;16957;NonMedication;13;184;5;167,06
14.09.2021;126580;Woman;50;44828;A;3;Name 3;1636;Medication;1;35;0,5;58,29
06.09.2021;19983;Woman;31;16039;B;7;Name 7;7629;NonMedication;14;199;1;12 993,75
